look_back,look_ahead,neuron1,neuron2,neuron3,MAPE: 1 Step,MAPE: 2 Step,MAPE: 3 Step,MAPE: 4 Step,MAPE: 5 Step,MAPE: 6 Step,MAPE: 7 Step,MAPE: 8 Step,MAPE: 9 Step,MAPE: 10 Step,MAPE: 11 Step,MAPE: 12 Step,MAPE: 13 Step,MAPE: 14 Step,MAPE: 15 Step,MAPE: 16 Step,MAPE: 17 Step,MAPE: 18 Step,MAPE: 19 Step,MAPE: 20 Step
60.0,20.0,16.0,16.0,16.0,4.423760770755874,5.193409045433225,5.517447726343837,5.7929914579576085,6.065054850019027,6.330355244163094,6.557906306676465,6.72487819342341,6.886915800570612,7.061658525984317,7.229964424735306,7.382559398709511,7.540095637599623,7.7064229117063325,7.808533853368307,7.95251731850197,8.118882567824695,8.273115390026856,8.483823691389668,8.625884292784507
