look_back,look_ahead,neuron1,neuron2,neuron3,MAPE: 1 Step,MAPE: 2 Step,MAPE: 3 Step,MAPE: 4 Step,MAPE: 5 Step,MAPE: 6 Step,MAPE: 7 Step,MAPE: 8 Step,MAPE: 9 Step,MAPE: 10 Step,MAPE: 11 Step,MAPE: 12 Step,MAPE: 13 Step,MAPE: 14 Step,MAPE: 15 Step,MAPE: 16 Step,MAPE: 17 Step,MAPE: 18 Step,MAPE: 19 Step,MAPE: 20 Step
60.0,20.0,16.0,16.0,16.0,13.858064465809386,10.630185177661776,9.797496580569039,8.985313475046922,8.952337634022237,9.216543114796595,9.539133512883257,9.846324307478756,10.109296687044772,10.324313830481765,10.496556510997593,10.653984839484416,10.802896253271813,10.954497870357693,11.08144451663488,11.20327693170638,11.308917045321106,11.423165182472836,11.529110603318514,11.615151812246689
